temporada;jornada;equip1;equip2;codi1;codi2;punts1;posicio1;pg1;pe1;pp1;avgf1;avgc1;punts2;posicio2;pg2;pe2;pp2;avgf2;avgc2;difposition;resultat
Temporada 2004-05;30;Albacete;R. Madrid;Temporada 2004-0530Albacete;Temporada 2004-0530R. Madrid;24;19;0,166666667;0,3;0,533333333;0,9;1,466666667;60;2;0,633333333;0,1;0,266666667;1,7;0,866666667;17;2
Temporada 2004-05;30;Atletico;Mallorca;Temporada 2004-0530Atletico;Temporada 2004-0530Mallorca;46;8;0,433333333;0,233333333;0,333333333;1,2;0,833333333;24;18;0,2;0,2;0,6;0,933333333;1,766666667;-10;1
Temporada 2004-05;30;Sevilla;Numancia;Temporada 2004-0530Sevilla;Temporada 2004-0530Numancia;49;6;0,466666667;0,233333333;0,3;1,133333333;1,1;20;20;0,133333333;0,266666667;0,6;0,7;1,6;-14;1
Temporada 2004-05;30;Levante;Deportivo;Temporada 2004-0530Levante;Temporada 2004-0530Deportivo;34;15;0,3;0,233333333;0,466666667;1,133333333;1,466666667;45;9;0,366666667;0,4;0,233333333;1,3;1,2;6;2
Temporada 2004-05;30;Malaga;Getafe;Temporada 2004-0530Malaga;Temporada 2004-0530Getafe;35;14;0,333333333;0,166666667;0,5;0,933333333;1,266666667;36;13;0,3;0,3;0,4;1,033333333;1,2;1;0
Temporada 2004-05;30;Villarreal;Athletic;Temporada 2004-0530Villarreal;Temporada 2004-0530Athletic;50;3;0,466666667;0,266666667;0,266666667;1,766666667;1;41;10;0,366666667;0,266666667;0,366666667;1,566666667;1,4;-7;1
Temporada 2004-05;30;Zaragoza;Valencia;Temporada 2004-0530Zaragoza;Temporada 2004-0530Valencia;40;11;0,366666667;0,233333333;0,4;1,166666667;1,4;47;7;0,4;0,366666667;0,233333333;1,533333333;1,066666667;4;0
Temporada 2004-05;30;R. Sociedad;Osasuna;Temporada 2004-0530R. Sociedad;Temporada 2004-0530Osasuna;39;12;0,366666667;0,2;0,433333333;1,333333333;1,4;34;17;0,3;0,233333333;0,466666667;1,266666667;1,833333333;-5;1
Temporada 2004-05;31;R. Madrid;Barcelona;Temporada 2004-0531R. Madrid;Temporada 2004-0531Barcelona;63;2;0,64516129;0,096774194;0,258064516;1,774193548;0,903225806;69;1;0,677419355;0,193548387;0,129032258;1,903225806;0,806451613;1;1
Temporada 2004-05;31;Mallorca;Zaragoza;Temporada 2004-0531Mallorca;Temporada 2004-0531Zaragoza;24;18;0,193548387;0,193548387;0,612903226;0,903225806;1,774193548;43;11;0,387096774;0,225806452;0,387096774;1,193548387;1,35483871;7;2
Temporada 2004-05;31;Espanyol;Sevilla;Temporada 2004-0531Espanyol;Temporada 2004-0531Sevilla;49;6;0,451612903;0,225806452;0,322580645;1,322580645;1,258064516;52;3;0,483870968;0,225806452;0,290322581;1,193548387;1,096774194;3;2
Temporada 2004-05;31;Betis;Levante;Temporada 2004-0531Betis;Temporada 2004-0531Levante;50;5;0,419354839;0,35483871;0,225806452;1,677419355;1,35483871;35;15;0,290322581;0,258064516;0,451612903;1,161290323;1,483870968;-10;0
Temporada 2004-05;31;Getafe;Albacete;Temporada 2004-0531Getafe;Temporada 2004-0531Albacete;39;12;0,322580645;0,290322581;0,387096774;1,032258065;1,161290323;24;19;0,161290323;0,290322581;0,548387097;0,870967742;1,451612903;-7;1
Temporada 2004-05;31;Athletic;R. Sociedad;Temporada 2004-0531Athletic;Temporada 2004-0531R. Sociedad;44;10;0,387096774;0,258064516;0,35483871;1,612903226;1,35483871;39;13;0,35483871;0,193548387;0,451612903;1,290322581;1,451612903;-3;1
Temporada 2004-05;31;Numancia;Atletico;Temporada 2004-0531Numancia;Temporada 2004-0531Atletico;23;20;0,161290323;0,258064516;0,580645161;0,709677419;1,548387097;46;8;0,419354839;0,225806452;0,35483871;1,161290323;0,838709677;12;1
Temporada 2004-05;32;Barcelona;Getafe;Temporada 2004-0532Barcelona;Temporada 2004-0532Getafe;72;1;0,6875;0,1875;0,125;1,90625;0,78125;39;13;0,3125;0,28125;0,40625;1;1,1875;-12;1
Temporada 2004-05;32;Levante;R. Madrid;Temporada 2004-0532Levante;Temporada 2004-0532R. Madrid;35;16;0,28125;0,25;0,46875;1,125;1,5;66;2;0,65625;0,09375;0,25;1,78125;0,875;14;2
Temporada 2004-05;32;Albacete;Malaga;Temporada 2004-0532Albacete;Temporada 2004-0532Malaga;24;19;0,15625;0,28125;0,5625;0,875;1,46875;39;14;0,34375;0,1875;0,46875;1;1,28125;5;2
Temporada 2004-05;32;Zaragoza;Numancia;Temporada 2004-0532Zaragoza;Temporada 2004-0532Numancia;46;11;0,40625;0,21875;0,375;1,28125;1,34375;23;20;0,15625;0,25;0,59375;0,71875;1,625;-9;1
Temporada 2004-05;32;Racing;Athletic;Temporada 2004-0532Racing;Temporada 2004-0532Athletic;34;17;0,28125;0,21875;0,5;1,03125;1,5;47;8;0,40625;0,25;0,34375;1,625;1,3125;9;2
Temporada 2004-05;32;Mallorca;Valencia;Temporada 2004-0532Mallorca;Temporada 2004-0532Valencia;25;18;0,1875;0,21875;0,59375;0,875;1,71875;49;7;0,375;0,40625;0,21875;1,5;1,0625;11;0
Temporada 2004-05;32;R. Sociedad;Deportivo;Temporada 2004-0532R. Sociedad;Temporada 2004-0532Deportivo;42;12;0,375;0,1875;0,4375;1,28125;1,40625;46;10;0,34375;0,40625;0,25;1,25;1,1875;2;1
Temporada 2004-05;32;Atletico;Espanyol;Temporada 2004-0532Atletico;Temporada 2004-0532Espanyol;47;9;0,40625;0,25;0,34375;1,125;0,8125;50;6;0,4375;0,25;0,3125;1,28125;1,21875;3;0
Temporada 2004-05;33;Malaga;Barcelona;Temporada 2004-0533Malaga;Temporada 2004-0533Barcelona;39;15;0,333333333;0,181818182;0,484848485;0,96969697;1,363636364;75;1;0,696969697;0,181818182;0,121212121;1,96969697;0,757575758;14;2
Temporada 2004-05;33;Athletic;Sevilla;Temporada 2004-0533Athletic;Temporada 2004-0533Sevilla;47;9;0,393939394;0,242424242;0,363636364;1,606060606;1,363636364;55;3;0,484848485;0,212121212;0,303030303;1,212121212;1,090909091;6;2
Temporada 2004-05;33;Getafe;Levante;Temporada 2004-0533Getafe;Temporada 2004-0533Levante;42;13;0,333333333;0,272727273;0,393939394;1;1,151515152;35;17;0,272727273;0,242424242;0,484848485;1,090909091;1,484848485;-4;1
Temporada 2004-05;33;Espanyol;Zaragoza;Temporada 2004-0533Espanyol;Temporada 2004-0533Zaragoza;53;4;0,454545455;0,242424242;0,303030303;1,333333333;1,212121212;46;11;0,393939394;0,212121212;0,393939394;1,272727273;1,393939394;-7;1
Temporada 2004-05;33;Numancia;Mallorca;Temporada 2004-0533Numancia;Temporada 2004-0533Mallorca;23;20;0,151515152;0,242424242;0,606060606;0,727272727;1,636363636;28;18;0,212121212;0,212121212;0,575757576;0,909090909;1,696969697;2;2
Temporada 2004-05;33;Valencia;Albacete;Temporada 2004-0533Valencia;Temporada 2004-0533Albacete;52;6;0,393939394;0,393939394;0,212121212;1,515151515;1,03030303;24;19;0,151515152;0,272727273;0,575757576;0,848484848;1,484848485;-13;1
Temporada 2004-05;33;Betis;R. Sociedad;Temporada 2004-0533Betis;Temporada 2004-0533R. Sociedad;51;7;0,393939394;0,363636364;0,242424242;1,636363636;1,363636364;45;12;0,393939394;0,181818182;0,424242424;1,333333333;1,424242424;-5;2
Temporada 2004-05;33;Deportivo;Racing;Temporada 2004-0533Deportivo;Temporada 2004-0533Racing;46;10;0,333333333;0,393939394;0,272727273;1,242424242;1,272727273;37;16;0,303030303;0,212121212;0,484848485;1,121212121;1,484848485;-6;2
Temporada 2004-05;34;R. Sociedad;R. Madrid;Temporada 2004-0534R. Sociedad;Temporada 2004-0534R. Madrid;45;12;0,382352941;0,176470588;0,441176471;1,294117647;1,441176471;72;2;0,676470588;0,088235294;0,235294118;1,794117647;0,852941176;10;2
Temporada 2004-05;34;Atletico;Athletic;Temporada 2004-0534Atletico;Temporada 2004-0534Athletic;48;10;0,382352941;0,264705882;0,352941176;1,088235294;0,823529412;48;9;0,382352941;0,264705882;0,352941176;1,588235294;1,352941176;1;0
Temporada 2004-05;34;Numancia;Valencia;Temporada 2004-0534Numancia;Temporada 2004-0534Valencia;24;19;0,147058824;0,264705882;0,588235294;0,735294118;1,617647059;53;5;0,382352941;0,411764706;0,205882353;1,5;1,029411765;14;0
Temporada 2004-05;34;Sevilla;Deportivo;Temporada 2004-0534Sevilla;Temporada 2004-0534Deportivo;58;3;0,5;0,205882353;0,294117647;1,235294118;1,058823529;46;11;0,323529412;0,382352941;0,294117647;1,205882353;1,294117647;-8;1
Temporada 2004-05;34;Barcelona;Albacete;Temporada 2004-0534Barcelona;Temporada 2004-0534Albacete;78;1;0,705882353;0,176470588;0,117647059;1,970588235;0,735294118;24;20;0,147058824;0,264705882;0,588235294;0,823529412;1,5;-19;1
Temporada 2004-05;34;Racing;Betis;Temporada 2004-0534Racing;Temporada 2004-0534Betis;38;16;0,294117647;0,235294118;0,470588235;1,117647059;1,470588235;52;7;0,382352941;0,382352941;0,235294118;1,617647059;1,352941176;9;0
Temporada 2004-05;34;Villarreal;Getafe;Temporada 2004-0534Villarreal;Temporada 2004-0534Getafe;55;4;0,441176471;0,294117647;0,264705882;1,735294118;0,970588235;42;14;0,323529412;0,264705882;0,411764706;0,970588235;1,235294118;-10;1
Temporada 2004-05;34;Levante;Malaga;Temporada 2004-0534Levante;Temporada 2004-0534Malaga;35;17;0,264705882;0,235294118;0,5;1,058823529;1,470588235;42;15;0,352941176;0,176470588;0,470588235;0,970588235;1,323529412;2;2
Temporada 2004-05;34;Zaragoza;Osasuna;Temporada 2004-0534Zaragoza;Temporada 2004-0534Osasuna;49;8;0,411764706;0,205882353;0,382352941;1,382352941;1,382352941;43;13;0,352941176;0,205882353;0,441176471;1,235294118;1,764705882;-5;1
Temporada 2004-05;34;Mallorca;Espanyol;Temporada 2004-0534Mallorca;Temporada 2004-0534Espanyol;31;18;0,235294118;0,205882353;0,558823529;0,970588235;1,705882353;53;6;0,441176471;0,235294118;0,323529412;1,352941176;1,264705882;12;1
Temporada 2004-05;35;Deportivo;Atletico;Temporada 2004-0535Deportivo;Temporada 2004-0535Atletico;49;9;0,342857143;0,371428571;0,285714286;1,228571429;1,257142857;48;11;0,371428571;0,257142857;0,371428571;1,057142857;0,857142857;-2;1
Temporada 2004-05;35;Valencia;Barcelona;Temporada 2004-0535Valencia;Temporada 2004-0535Barcelona;53;7;0,371428571;0,4;0,228571429;1,457142857;1,057142857;81;1;0,714285714;0,171428571;0,114285714;1,971428571;0,714285714;6;2
Temporada 2004-05;35;Getafe;R. Sociedad;Temporada 2004-0535Getafe;Temporada 2004-0535R. Sociedad;45;12;0,342857143;0,257142857;0,4;1;1,2;45;13;0,371428571;0,171428571;0,457142857;1,257142857;1,457142857;-1;1
Temporada 2004-05;35;Malaga;Villarreal;Temporada 2004-0535Malaga;Temporada 2004-0535Villarreal;42;15;0,342857143;0,171428571;0,485714286;0,942857143;1,342857143;58;4;0,457142857;0,285714286;0,257142857;1,742857143;0,942857143;11;2
Temporada 2004-05;35;Albacete;Levante;Temporada 2004-0535Albacete;Temporada 2004-0535Levante;27;19;0,171428571;0,257142857;0,571428571;0,885714286;1,485714286;35;17;0,257142857;0,228571429;0,514285714;1,057142857;1,514285714;2;1
Temporada 2004-05;35;Espanyol;Numancia;Temporada 2004-0535Espanyol;Temporada 2004-0535Numancia;56;5;0,457142857;0,228571429;0,314285714;1,4;1,228571429;24;20;0,142857143;0,257142857;0,6;0,714285714;1,657142857;-15;1
Temporada 2004-05;35;R. Madrid;Racing;Temporada 2004-0535R. Madrid;Temporada 2004-0535Racing;75;2;0,685714286;0,085714286;0,228571429;1,885714286;0,828571429;38;16;0,285714286;0,228571429;0,485714286;1,085714286;1,571428571;-14;1
Temporada 2004-05;35;Athletic;Zaragoza;Temporada 2004-0535Athletic;Temporada 2004-0535Zaragoza;51;8;0,4;0,257142857;0,342857143;1,6;1,314285714;49;10;0,4;0,2;0,4;1,342857143;1,4;-2;1
Temporada 2004-05;35;Betis;Sevilla;Temporada 2004-0535Betis;Temporada 2004-0535Sevilla;55;6;0,4;0,371428571;0,228571429;1,6;1,314285714;58;3;0,485714286;0,2;0,314285714;1,2;1,057142857;3;1
Temporada 2004-05;35;Osasuna;Mallorca;Temporada 2004-0535Osasuna;Temporada 2004-0535Mallorca;44;14;0,342857143;0,228571429;0,428571429;1,228571429;1,742857143;32;18;0,228571429;0,228571429;0,542857143;0,971428571;1,685714286;-4;0
Temporada 2004-05;36;Espanyol;Valencia;Temporada 2004-0536Espanyol;Temporada 2004-0536Valencia;57;6;0,444444444;0,25;0,305555556;1,416666667;1,25;54;7;0,361111111;0,416666667;0,222222222;1,472222222;1,083333333;-1;0
Temporada 2004-05;36;Atletico;Betis;Temporada 2004-0536Atletico;Temporada 2004-0536Betis;48;11;0,361111111;0,25;0,388888889;1,055555556;0,888888889;58;5;0,416666667;0,361111111;0,222222222;1,611111111;1,305555556;6;2
Temporada 2004-05;36;Racing;Getafe;Temporada 2004-0536Racing;Temporada 2004-0536Getafe;41;16;0,305555556;0,222222222;0,472222222;1,111111111;1,555555556;45;13;0,333333333;0,25;0,416666667;1;1,222222222;3;1
Temporada 2004-05;36;Numancia;Osasuna;Temporada 2004-0536Numancia;Temporada 2004-0536Osasuna;25;20;0,138888889;0,277777778;0,583333333;0,75;1,666666667;45;15;0,333333333;0,25;0,416666667;1,25;1,75;5;0
Temporada 2004-05;36;Zaragoza;Deportivo;Temporada 2004-0536Zaragoza;Temporada 2004-0536Deportivo;50;9;0,388888889;0,222222222;0,388888889;1,361111111;1,416666667;50;10;0,333333333;0,388888889;0,277777778;1,25;1,277777778;-1;0
Temporada 2004-05;36;Villarreal;Albacete;Temporada 2004-0536Villarreal;Temporada 2004-0536Albacete;61;3;0,472222222;0,277777778;0,25;1,722222222;0,916666667;27;19;0,166666667;0,25;0,583333333;0,861111111;1,472222222;-16;1
Temporada 2004-05;36;Mallorca;Athletic;Temporada 2004-0536Mallorca;Temporada 2004-0536Athletic;35;18;0,25;0,222222222;0,527777778;1,055555556;1,722222222;51;8;0,388888889;0,25;0,361111111;1,638888889;1,388888889;10;1
Temporada 2004-05;36;Levante;Barcelona;Temporada 2004-0536Levante;Temporada 2004-0536Barcelona;36;17;0,25;0,25;0,5;1,055555556;1,5;82;1;0,694444444;0,194444444;0,111111111;1,944444444;0,722222222;16;0
Temporada 2004-05;36;R. Sociedad;Malaga;Temporada 2004-0536R. Sociedad;Temporada 2004-0536Malaga;45;14;0,361111111;0,166666667;0,472222222;1,25;1,5;45;12;0,361111111;0,166666667;0,472222222;1;1,333333333;2;2
Temporada 2004-05;36;Sevilla;R. Madrid;Temporada 2004-0536Sevilla;Temporada 2004-0536R. Madrid;59;4;0,472222222;0,222222222;0,305555556;1,222222222;1,083333333;76;2;0,666666667;0,111111111;0,222222222;1,888888889;0,861111111;2;0
Temporada 2004-05;37;Malaga;Racing;Temporada 2004-0537Malaga;Temporada 2004-0537Racing;48;12;0,378378378;0,162162162;0,459459459;1,027027027;1,297297297;41;16;0,297297297;0,216216216;0,486486486;1,081081081;1,567567568;-4;1
Temporada 2004-05;37;Barcelona;Villarreal;Temporada 2004-0537Barcelona;Temporada 2004-0537Villarreal;83;1;0,675675676;0,216216216;0,108108108;1,972972973;0,783783784;62;3;0,459459459;0,297297297;0,243243243;1,756756757;0,972972973;-2;0
Temporada 2004-05;37;Deportivo;Mallorca;Temporada 2004-0537Deportivo;Temporada 2004-0537Mallorca;50;10;0,324324324;0,378378378;0,297297297;1,216216216;1,324324324;38;17;0,27027027;0,216216216;0,513513514;1,108108108;1,675675676;-7;2
Temporada 2004-05;37;Getafe;Sevilla;Temporada 2004-0537Getafe;Temporada 2004-0537Sevilla;46;14;0,324324324;0,27027027;0,405405405;0,972972973;1,189189189;60;5;0,459459459;0,243243243;0,297297297;1,189189189;1,054054054;9;0
Temporada 2004-05;37;Osasuna;Espanyol;Temporada 2004-0537Osasuna;Temporada 2004-0537Espanyol;46;13;0,324324324;0,27027027;0,405405405;1,243243243;1,72972973;58;6;0,432432432;0,27027027;0,297297297;1,405405405;1,243243243;7;0
Temporada 2004-05;37;Albacete;R. Sociedad;Temporada 2004-0537Albacete;Temporada 2004-0537R. Sociedad;28;20;0,162162162;0,27027027;0,567567568;0,891891892;1,486486486;46;15;0,351351351;0,189189189;0,459459459;1,27027027;1,513513514;5;0
Temporada 2004-05;37;Levante;Valencia;Temporada 2004-0537Levante;Temporada 2004-0537Valencia;37;18;0,243243243;0,27027027;0,486486486;1,027027027;1,459459459;55;7;0,351351351;0,432432432;0,216216216;1,432432432;1,054054054;11;0
Temporada 2004-05;37;R. Madrid;Atletico;Temporada 2004-0537R. Madrid;Temporada 2004-0537Atletico;77;2;0,648648649;0,135135135;0,216216216;1,837837838;0,837837838;49;11;0,351351351;0,27027027;0,378378378;1,027027027;0,864864865;-9;0
Temporada 2004-05;37;Athletic;Numancia;Temporada 2004-0537Athletic;Temporada 2004-0537Numancia;51;8;0,378378378;0,243243243;0,378378378;1,594594595;1,405405405;28;19;0,162162162;0,27027027;0,567567568;0,783783784;1,621621622;-11;2
Temporada 2004-05;37;Betis;Zaragoza;Temporada 2004-0537Betis;Temporada 2004-0537Zaragoza;61;4;0,432432432;0,351351351;0,216216216;1,648648649;1,324324324;50;9;0,378378378;0,216216216;0,405405405;1,378378378;1,459459459;-5;1
Temporada 2004-05;38;Numancia;Deportivo;Temporada 2004-0538Numancia;Temporada 2004-0538Deportivo;29;19;0,157894737;0,289473684;0,552631579;0,789473684;1,605263158;51;8;0,315789474;0,394736842;0,289473684;1,210526316;1,315789474;11;0
Temporada 2004-05;38;Espanyol;Athletic;Temporada 2004-0538Espanyol;Temporada 2004-0538Athletic;61;5;0,447368421;0,263157895;0,289473684;1,421052632;1,210526316;51;9;0,368421053;0,236842105;0,394736842;1,552631579;1,421052632;-4;1
Temporada 2004-05;38;Mallorca;Betis;Temporada 2004-0538Mallorca;Temporada 2004-0538Betis;39;17;0,263157895;0,236842105;0,5;1,105263158;1,657894737;62;4;0,421052632;0,368421053;0,210526316;1,631578947;1,315789474;13;0
Temporada 2004-05;38;Sevilla;Malaga;Temporada 2004-0538Sevilla;Temporada 2004-0538Malaga;60;6;0,447368421;0,236842105;0,315789474;1,157894737;1,078947368;51;10;0,394736842;0,157894737;0,447368421;1,052631579;1,263157895;-4;2
Temporada 2004-05;38;Valencia;Osasuna;Temporada 2004-0538Valencia;Temporada 2004-0538Osasuna;58;7;0,368421053;0,421052632;0,210526316;1,421052632;1,026315789;46;15;0,315789474;0,263157895;0,421052632;1,210526316;1,710526316;-8;1
Temporada 2004-05;38;Villarreal;Levante;Temporada 2004-0538Villarreal;Temporada 2004-0538Levante;65;3;0,473684211;0,289473684;0,236842105;1,815789474;0,973684211;37;18;0,236842105;0,263157895;0,5;1,026315789;1,526315789;-15;1
Temporada 2004-05;38;Atletico;Getafe;Temporada 2004-0538Atletico;Temporada 2004-0538Getafe;50;11;0,342105263;0,289473684;0,368421053;1,052631579;0,894736842;47;13;0,315789474;0,289473684;0,394736842;1;1,210526316;-2;0
Temporada 2004-05;38;Zaragoza;R. Madrid;Temporada 2004-0538Zaragoza;Temporada 2004-0538R. Madrid;50;12;0,368421053;0,210526316;0,421052632;1,368421053;1,5;80;2;0,657894737;0,131578947;0,210526316;1,868421053;0,842105263;10;2
Temporada 2004-05;38;R. Sociedad;Barcelona;Temporada 2004-0538R. Sociedad;Temporada 2004-0538Barcelona;47;14;0,342105263;0,210526316;0,447368421;1,236842105;1,473684211;84;1;0,657894737;0,236842105;0,105263158;1,921052632;0,763157895;13;0
Temporada 2005-06;3;Atletico;Barcelona;Temporada 2005-063Atletico;Temporada 2005-063Barcelona;4;10;0,333333333;0,333333333;0,333333333;0,666666667;0,666666667;4;8;0,333333333;0,333333333;0,333333333;1;0,666666667;2;1
Temporada 2005-06;3;Espanyol;R. Madrid;Temporada 2005-063Espanyol;Temporada 2005-063R. Madrid;6;5;0,666666667;0;0,333333333;1;1;3;15;0,333333333;0;0,666666667;1,333333333;1,666666667;-10;1
Temporada 2005-06;3;Betis;Zaragoza;Temporada 2005-063Betis;Temporada 2005-063Zaragoza;4;12;0,333333333;0,333333333;0,333333333;0,333333333;0,333333333;3;14;0;1;0;0,666666667;0,666666667;-2;0
Temporada 2005-06;3;Alaves;Getafe;Temporada 2005-063Alaves;Temporada 2005-063Getafe;1;20;0;0,333333333;0,666666667;1,333333333;2;7;1;0,666666667;0,333333333;0;2,333333333;1,333333333;19;2
Temporada 2005-06;3;Osasuna;Sevilla;Temporada 2005-063Osasuna;Temporada 2005-063Sevilla;6;4;0,666666667;0;0,333333333;1;0,666666667;4;11;0,333333333;0,333333333;0,333333333;0,666666667;0,666666667;-7;1
Temporada 2005-06;3;Athletic;Malaga;Temporada 2005-063Athletic;Temporada 2005-063Malaga;4;7;0,333333333;0,333333333;0,333333333;1,666666667;1;3;17;0,333333333;0;0,666666667;1;1,666666667;-10;2
Temporada 2005-06;3;Cadiz;Villarreal;Temporada 2005-063Cadiz;Temporada 2005-063Villarreal;4;9;0,333333333;0,333333333;0,333333333;1;1;2;19;0;0,666666667;0,333333333;1;1,333333333;-10;0
Temporada 2005-06;3;Celta;Racing;Temporada 2005-063Celta;Temporada 2005-063Racing;6;3;0,666666667;0;0,333333333;1,666666667;1;3;16;0,333333333;0;0,666666667;0,333333333;0,666666667;-13;2
Temporada 2005-06;3;Mallorca;R. Sociedad;Temporada 2005-063Mallorca;Temporada 2005-063R. Sociedad;3;13;0,333333333;0;0,666666667;1,666666667;1,666666667;3;18;0,333333333;0;0,666666667;1,333333333;3;-5;1
Temporada 2005-06;3;Valencia;Deportivo;Temporada 2005-063Valencia;Temporada 2005-063Deportivo;5;6;0,333333333;0,666666667;0;1,666666667;1,333333333;7;2;0,666666667;0,333333333;0;1,333333333;0,666666667;4;0
Temporada 2005-06;4;R. Madrid;Athletic;Temporada 2005-064R. Madrid;Temporada 2005-064Athletic;6;5;0,5;0;0,5;1,75;1,5;4;15;0,25;0,25;0,5;1,5;1,5;-10;1
Temporada 2005-06;4;Racing;Espanyol;Temporada 2005-064Racing;Temporada 2005-064Espanyol;6;7;0,5;0;0,5;0,5;0,5;6;9;0,5;0;0,5;0,75;1;-2;1
Temporada 2005-06;4;R. Sociedad;Atletico;Temporada 2005-064R. Sociedad;Temporada 2005-064Atletico;6;10;0,5;0;0,5;1,75;2,75;4;17;0,25;0,25;0,5;1;1,25;-7;1
Temporada 2005-06;4;Getafe;Mallorca;Temporada 2005-064Getafe;Temporada 2005-064Mallorca;8;2;0,5;0,5;0;2;1,25;4;16;0,25;0,25;0,5;1,5;1,5;-14;0
Temporada 2005-06;4;Malaga;Alaves;Temporada 2005-064Malaga;Temporada 2005-064Alaves;4;18;0,25;0,25;0,5;0,75;1,25;2;19;0;0,5;0,5;1;1,5;-1;0
Temporada 2005-06;4;Zaragoza;Osasuna;Temporada 2005-064Zaragoza;Temporada 2005-064Osasuna;6;4;0,25;0,75;0;1,25;0,75;6;8;0,5;0;0,5;1;1,25;-4;1
Temporada 2005-06;4;Deportivo;Betis;Temporada 2005-064Deportivo;Temporada 2005-064Betis;8;3;0,5;0,5;0;1,25;0,75;5;13;0,25;0,5;0,25;0,5;0,5;-10;0
Temporada 2005-06;4;Sevilla;Cadiz;Temporada 2005-064Sevilla;Temporada 2005-064Cadiz;5;14;0,25;0,5;0,25;0,5;0,5;5;12;0,25;0,5;0,25;0,75;0,75;2;0
Temporada 2005-06;4;Villarreal;Celta;Temporada 2005-064Villarreal;Temporada 2005-064Celta;2;20;0;0,5;0,5;1;1,5;9;1;0,75;0;0,25;1,75;1;19;2
Temporada 2005-06;5;Celta;Sevilla;Temporada 2005-065Celta;Temporada 2005-065Sevilla;12;1;0,8;0;0,2;1,8;1;5;15;0,2;0,4;0,4;0,6;0,8;-14;1
Temporada 2005-06;5;Athletic;Racing;Temporada 2005-065Athletic;Temporada 2005-065Racing;5;13;0,2;0,4;0,4;1,2;1,2;7;10;0,4;0,2;0,4;0,4;0,4;3;0
Temporada 2005-06;5;Mallorca;Malaga;Temporada 2005-065Mallorca;Temporada 2005-065Malaga;4;19;0,2;0,2;0,6;1,4;2;7;9;0,4;0,2;0,4;1,4;1,2;10;2
Temporada 2005-06;5;Osasuna;Cadiz;Temporada 2005-065Osasuna;Temporada 2005-065Cadiz;9;6;0,6;0;0,4;1,2;1;5;16;0,2;0,4;0,4;0,6;1;-10;1
Temporada 2005-06;5;Alaves;R. Madrid;Temporada 2005-065Alaves;Temporada 2005-065R. Madrid;2;20;0;0,4;0,6;0,8;1,8;9;3;0,6;0;0,4;2;1,2;17;2
Temporada 2005-06;5;Betis;Barcelona;Temporada 2005-065Betis;Temporada 2005-065Barcelona;5;17;0,2;0,4;0,4;0,6;1,2;8;7;0,4;0,4;0,2;1,8;1;10;2
Temporada 2005-06;5;Zaragoza;Deportivo;Temporada 2005-065Zaragoza;Temporada 2005-065Deportivo;7;8;0,2;0,8;0;1,2;0,8;9;5;0,4;0,6;0;1,2;0,8;3;0
Temporada 2005-06;5;Atletico;Getafe;Temporada 2005-065Atletico;Temporada 2005-065Getafe;4;18;0,2;0,2;0,6;0,8;1,2;11;2;0,6;0,4;0;1,8;1;16;2
Temporada 2005-06;5;Espanyol;Villarreal;Temporada 2005-065Espanyol;Temporada 2005-065Villarreal;6;11;0,4;0;0,6;0,8;1,2;5;14;0,2;0,4;0,4;1,2;1,4;-3;2
Temporada 2005-06;5;Valencia;R. Sociedad;Temporada 2005-065Valencia;Temporada 2005-065R. Sociedad;9;4;0,4;0,6;0;1,8;1,4;6;12;0,4;0;0,6;1,6;2,6;-8;1
Temporada 2005-06;6;Malaga;Atletico;Temporada 2005-066Malaga;Temporada 2005-066Atletico;7;11;0,333333333;0,166666667;0,5;1,166666667;1,333333333;7;10;0,333333333;0,166666667;0,5;1;1;1;2
Temporada 2005-06;6;R. Madrid;Mallorca;Temporada 2005-066R. Madrid;Temporada 2005-066Mallorca;12;3;0,666666667;0;0,333333333;2,333333333;1;4;20;0,166666667;0,166666667;0,666666667;1,166666667;2,333333333;-17;1
Temporada 2005-06;6;R. Sociedad;Betis;Temporada 2005-066R. Sociedad;Temporada 2005-066Betis;7;14;0,333333333;0,166666667;0,5;1,5;2,333333333;6;17;0,166666667;0,5;0,333333333;0,666666667;1,166666667;-3;0
Temporada 2005-06;6;Sevilla;Espanyol;Temporada 2005-066Sevilla;Temporada 2005-066Espanyol;6;15;0,166666667;0,5;0,333333333;0,666666667;0,833333333;7;13;0,333333333;0,166666667;0,5;0,833333333;1,166666667;2;0
Temporada 2005-06;6;Villarreal;Athletic;Temporada 2005-066Villarreal;Temporada 2005-066Athletic;8;9;0,333333333;0,333333333;0,333333333;1,5;1,333333333;5;18;0,166666667;0,333333333;0,5;1,166666667;1,5;-9;1
Temporada 2005-06;6;Racing;Alaves;Temporada 2005-066Racing;Temporada 2005-066Alaves;7;12;0,333333333;0,166666667;0,5;0,5;0,666666667;5;19;0,166666667;0,333333333;0,5;1;1,666666667;-7;2
Temporada 2005-06;6;Deportivo;Osasuna;Temporada 2005-066Deportivo;Temporada 2005-066Osasuna;9;7;0,333333333;0,5;0,166666667;1;0,833333333;12;4;0,666666667;0;0,333333333;1,166666667;0,833333333;3;2
Temporada 2005-06;6;Cadiz;Celta;Temporada 2005-066Cadiz;Temporada 2005-066Celta;6;16;0,166666667;0,5;0,333333333;0,666666667;1;13;2;0,666666667;0,166666667;0,166666667;1,666666667;1;14;0
