corners1,fuerasDeJuego2,fuerasDeJuego1,faltasCometidas1,balonesRecuperados2,balonesPerdidos2,result2,faltasSancionadas2,faltasSancionadas1,result1,targetasRojas2,targetasRojas1,intervencionesPortero2,posesion1,rematesPuerta1,rematesPuerta2,season,faltasCometidas2,intervencionesPortero1,team1,team2,balonesRecuperados1,rematesEntreTresPalos2,penalties2,penalties1,rematesEntreTresPalos1,targetasAmarilas2,balonesPerdidos1,targetasAmarilas1,day,corners2
6,3,2,20,66,68,1,20,10,0,0,0,7,"56,11%",11,9,Temporada 2005-06,10,7,Racing,Cádiz,68,na,0,0,na,1,66,1,Jornada 2,9
4,2,2,21,61,66,0,21,28,1,0,0,7,"57,3%",17,12,Temporada 2005-06,28,6,Betis,Osasuna,66,na,0,0,na,5,61,2,Jornada 2,1
3,1,1,16,86,83,0,16,21,1,0,0,15,"47,16%",15,15,Temporada 2005-06,21,10,Deportivo,Atlético,83,na,0,0,na,2,86,2,Jornada 2,5
6,3,0,17,68,74,3,17,17,2,0,0,5,"59,33%",24,13,Temporada 2005-06,17,3,R. Madrid,Celta,74,na,0,0,na,1,68,2,Jornada 2,4
2,2,3,20,61,64,1,20,9,2,0,0,5,"43,63%",8,10,Temporada 2005-06,9,5,Osasuna,Villarreal,64,na,0,0,na,2,61,5,Jornada 1,5
10,2,5,19,62,68,1,19,19,0,0,0,9,"50,53%",10,11,Temporada 2005-06,19,4,Mallorca,Deportivo,68,na,0,0,na,3,62,2,Jornada 1,4
9,2,5,21,72,65,2,21,27,0,0,0,12,"53,63%",10,16,Temporada 2005-06,27,8,Espanyol,Getafe,65,na,0,0,na,3,72,2,Jornada 1,2
9,0,0,22,70,76,0,22,27,1,0,0,7,"54,49%",17,5,Temporada 2005-06,27,6,Sevilla,Racing,76,na,0,0,na,2,70,1,Jornada 1,3
4,0,4,20,67,68,0,20,24,2,0,0,2,"55,69%",9,10,Temporada 2005-06,24,11,Celta,Málaga,68,na,0,0,na,2,67,1,Jornada 1,11
8,4,0,16,71,71,0,16,20,0,0,0,8,"54,22%",15,12,Temporada 2005-06,20,4,Atlético,Zaragoza,71,na,0,0,na,8,71,2,Jornada 1,4
8,2,0,16,60,64,0,16,15,1,0,0,1,"51,56%",8,13,Temporada 2005-06,15,5,Valencia,Betis,64,na,0,0,na,3,60,2,Jornada 1,4
4,5,5,13,64,69,0,13,17,3,0,0,7,"54,45%",10,9,Temporada 2005-06,17,4,Athletic,R. Sociedad,69,na,0,0,na,1,64,0,Jornada 1,5
6,1,1,18,81,92,1,18,21,3,0,0,9,"62,72%",19,7,Temporada 2006-07,21,3,R. Madrid,Mallorca,92,na,0,0,na,4,81,4,Jornada 38,2
3,1,1,17,76,74,0,17,17,0,0,0,1,"41,8%",5,15,Temporada 2005-06,17,18,Alavés,Barcelona,74,na,0,0,na,1,76,0,Jornada 1,7
3,5,2,12,72,69,1,12,19,0,0,0,9,"44,72%",9,15,Temporada 2006-07,19,8,Sevilla,Villarreal,69,na,0,0,na,3,72,3,Jornada 38,3
14,2,4,10,65,71,2,10,15,1,0,0,15,55%,18,8,Temporada 2006-07,15,7,Osasuna,Atlético,71,na,0,0,na,2,65,1,Jornada 38,1
6,1,6,5,77,79,1,5,17,1,1,0,7,"48,61%",11,8,Temporada 2006-07,17,3,Recreativo,Zaragoza,79,na,0,0,na,5,77,0,Jornada 38,4
2,4,3,24,57,49,5,24,6,1,0,0,3,"32,66%",11,24,Temporada 2006-07,6,6,Gimnástic,Barcelona,49,na,0,0,na,0,57,1,Jornada 38,6
2,5,7,22,84,84,1,22,26,2,0,0,3,"44,4%",11,15,Temporada 2006-07,26,7,Celta,Getafe,84,na,0,0,na,1,84,1,Jornada 38,9
12,6,1,14,74,79,0,14,17,2,0,0,12,"47,78%",20,7,Temporada 2006-07,17,5,Athletic,Levante,79,na,0,0,na,2,74,3,Jornada 38,4
8,4,2,19,66,69,3,19,19,3,0,0,8,"50,21%",19,16,Temporada 2006-07,19,6,Valencia,R. Sociedad,69,na,0,0,na,2,66,1,Jornada 38,6
5,2,3,23,68,66,3,23,12,1,1,0,9,"49,72%",12,15,Temporada 2006-07,12,9,Espanyol,Deportivo,66,na,0,0,na,3,68,2,Jornada 38,9
0,5,1,16,75,73,2,16,16,0,0,0,5,"47,94%",8,17,Temporada 2006-07,16,6,Racing,Betis,73,na,0,0,na,3,75,1,Jornada 38,5
6,0,1,20,59,59,3,20,17,2,0,1,11,"53,61%",20,18,Temporada 2006-07,17,9,Atlético,Celta,59,na,0,0,na,6,59,2,Jornada 37,7
2,4,4,12,75,73,1,12,8,3,0,0,1,"54,49%",8,14,Temporada 2006-07,8,10,Villarreal,Athletic,73,na,0,0,na,1,75,2,Jornada 37,7
10,1,3,23,84,82,5,23,10,0,0,0,7,"54,79%",16,9,Temporada 2006-07,10,1,Betis,Osasuna,82,na,0,0,na,3,84,2,Jornada 37,2
5,2,0,19,83,87,0,19,16,0,0,0,11,"52,34%",20,13,Temporada 2006-07,16,11,Mallorca,Sevilla,87,na,0,0,na,6,83,2,Jornada 37,1
9,4,4,12,79,86,0,12,18,0,2,0,8,"53,33%",18,4,Temporada 2006-07,18,5,R. Sociedad,Racing,86,na,0,0,na,7,79,2,Jornada 37,6
11,4,5,18,67,77,2,18,21,2,0,0,9,"68,72%",26,8,Temporada 2006-07,21,5,Barcelona,Espanyol,77,na,0,0,na,4,67,1,Jornada 37,1
14,4,6,19,74,80,2,19,19,0,0,1,13,"54,4%",16,8,Temporada 2006-07,19,2,Gimnástic,Atlético,80,na,0,0,na,3,74,3,Jornada 36,4
12,3,0,15,85,92,1,15,18,3,0,0,11,"51,59%",25,10,Temporada 2006-07,18,3,Sevilla,Zaragoza,92,na,0,0,na,5,85,3,Jornada 36,4
8,2,5,19,76,84,1,19,20,0,0,1,12,"45,3%",16,7,Temporada 2006-07,20,5,Recreativo,Espanyol,84,na,0,0,na,6,76,1,Jornada 36,8
11,3,7,17,74,74,0,17,15,2,0,0,7,"48,48%",17,18,Temporada 2006-07,15,8,Osasuna,R. Sociedad,74,na,0,0,na,2,74,1,Jornada 36,9
5,9,2,17,74,79,3,17,24,2,0,0,9,"49,11%",16,13,Temporada 2006-07,24,7,Racing,Levante,79,na,0,0,na,5,74,2,Jornada 36,3
5,6,5,23,85,86,1,23,16,2,1,0,10,"57,2%",8,7,Temporada 2006-07,16,5,Celta,Betis,86,na,0,0,na,6,85,4,Jornada 36,5
6,2,2,10,77,80,0,10,16,1,0,0,7,"49,05%",5,7,Temporada 2006-07,16,7,Athletic,Mallorca,80,na,0,0,na,3,77,1,Jornada 36,5
4,1,2,13,65,67,0,13,23,1,0,1,7,"53,24%",13,10,Temporada 2006-07,23,4,Barcelona,Getafe,67,na,0,0,na,5,65,4,Jornada 36,3
4,0,2,20,74,70,1,20,19,3,0,0,5,"59,02%",12,20,Temporada 2006-07,19,14,R. Madrid,Deportivo,70,na,0,0,na,4,74,1,Jornada 36,5
9,3,3,15,81,78,3,15,14,2,0,0,9,"50,95%",14,12,Temporada 2006-07,14,2,Valencia,Villarreal,78,na,0,0,na,4,81,4,Jornada 36,1
10,0,4,15,66,68,6,15,11,0,0,0,9,"41,7%",17,18,Temporada 2006-07,11,8,Atlético,Barcelona,68,na,0,0,na,0,66,4,Jornada 35,6
0,1,5,13,68,74,4,13,17,1,0,1,13,"52,73%",22,16,Temporada 2006-07,17,1,Levante,Osasuna,74,na,0,0,na,1,68,3,Jornada 35,4
1,1,4,12,88,79,3,12,13,2,0,0,7,"44,19%",7,14,Temporada 2006-07,13,5,Recreativo,R. Madrid,79,na,0,0,na,2,88,1,Jornada 35,5
3,3,2,22,96,93,2,22,11,1,0,0,9,"45,86%",14,14,Temporada 2006-07,11,7,Deportivo,Sevilla,93,na,0,0,na,3,96,4,Jornada 35,6
2,3,1,11,58,59,5,11,19,1,0,0,6,"53,14%",12,11,Temporada 2006-07,19,3,Espanyol,Getafe,59,na,0,0,na,3,58,0,Jornada 35,6
1,5,4,21,76,70,1,21,21,3,0,0,3,"40,94%",9,19,Temporada 2006-07,21,12,R. Sociedad,Celta,70,na,0,0,na,2,76,2,Jornada 35,14
4,2,3,17,66,71,3,17,12,4,0,0,12,"55,24%",17,10,Temporada 2006-07,12,10,Zaragoza,Athletic,71,na,0,0,na,1,66,3,Jornada 35,4
3,1,5,17,87,85,1,17,19,2,0,0,5,"51,83%",9,16,Temporada 2006-07,19,6,Villarreal,Racing,85,na,0,0,na,6,87,2,Jornada 35,2
7,4,3,22,74,80,1,22,22,1,0,0,15,"48,75%",24,10,Temporada 2006-07,22,10,Betis,Gimnástic,80,na,0,0,na,1,74,4,Jornada 35,6
6,1,3,8,90,92,1,8,17,0,0,0,9,"44,04%",8,11,Temporada 2006-07,17,9,Mallorca,Valencia,92,na,0,0,na,2,90,2,Jornada 35,9
4,4,3,22,77,84,4,22,25,1,0,0,11,"52,86%",22,11,Temporada 2006-07,25,3,Athletic,R. Madrid,84,na,0,0,na,2,77,2,Jornada 32,1
3,5,7,12,81,85,0,12,23,1,0,0,8,"65,69%",17,9,Temporada 2006-07,23,7,Barcelona,Levante,85,na,0,0,na,4,81,2,Jornada 32,1
2,2,3,18,64,67,0,18,16,1,0,0,8,"53,97%",14,12,Temporada 2006-07,16,14,Getafe,R. Sociedad,67,na,0,0,na,3,64,4,Jornada 32,2
8,1,0,21,69,72,3,21,13,0,0,0,10,"57,42%",12,11,Temporada 2006-07,13,7,Gimnástic,Villarreal,72,na,0,0,na,3,69,1,Jornada 32,1
7,0,3,18,97,98,3,18,20,0,0,0,14,"59,32%",13,13,Temporada 2006-07,20,5,Celta,Mallorca,98,na,0,0,na,1,97,2,Jornada 32,2
9,3,2,14,82,90,1,14,20,3,0,0,11,"55,67%",18,5,Temporada 2006-07,20,8,Sevilla,Espanyol,90,na,0,0,na,3,82,1,Jornada 32,5
6,2,4,20,77,75,2,20,20,2,0,0,10,"48,03%",15,14,Temporada 2006-07,20,7,Osasuna,Zaragoza,75,na,0,0,na,2,77,4,Jornada 32,4
9,2,3,20,102,98,0,20,13,0,0,0,7,"52,65%",11,12,Temporada 2006-07,13,5,Racing,Deportivo,98,na,0,0,na,2,102,2,Jornada 32,1
9,2,3,16,73,79,0,16,19,0,0,0,14,"62,7%",25,10,Temporada 2006-07,19,1,Atlético,Betis,79,na,0,0,na,1,73,3,Jornada 32,2
7,5,0,13,71,80,0,13,15,2,0,0,4,"63,94%",17,8,Temporada 2006-07,15,6,Valencia,Recreativo,80,na,0,0,na,3,71,4,Jornada 32,3
6,6,4,19,78,76,2,19,21,3,2,0,5,"58,92%",16,12,Temporada 2006-07,21,6,R. Madrid,Sevilla,76,na,0,0,na,2,78,6,Jornada 33,2
5,6,3,19,84,87,2,19,13,0,0,0,9,"57,07%",9,9,Temporada 2006-07,13,8,Betis,Getafe,87,na,0,0,na,3,84,2,Jornada 33,1
7,2,0,17,95,88,0,17,29,1,0,0,8,"55,87%",8,8,Temporada 2006-07,29,8,Villarreal,Celta,88,na,0,0,na,1,95,1,Jornada 33,5
12,1,4,11,75,79,0,11,22,0,1,0,10,"60,48%",16,9,Temporada 2006-07,22,2,Recreativo,Athletic,79,na,0,0,na,5,75,1,Jornada 33,2
3,3,1,17,92,99,2,17,14,1,0,0,12,"39,84%",10,9,Temporada 2006-07,14,1,Deportivo,Valencia,99,na,0,0,na,3,92,5,Jornada 33,7
5,3,1,14,64,70,0,14,25,0,0,0,5,"59,45%",8,6,Temporada 2006-07,25,4,Zaragoza,Racing,70,na,0,0,na,2,64,1,Jornada 33,7
7,1,1,21,66,77,1,21,23,1,0,0,6,"64,05%",18,4,Temporada 2006-07,23,6,Barcelona,Betis,77,na,0,0,na,3,66,2,Jornada 34,5
4,3,7,25,74,76,2,25,12,0,0,0,6,"41,88%",8,13,Temporada 2006-07,12,9,R. Sociedad,Barcelona,76,na,0,0,na,2,74,4,Jornada 33,9
13,2,0,17,70,79,2,17,20,0,0,1,16,"48,97%",15,12,Temporada 2006-07,20,7,Racing,Mallorca,79,na,0,0,na,3,70,3,Jornada 34,4
4,6,5,21,69,65,3,21,16,1,0,0,7,59%,15,14,Temporada 2006-07,16,8,Gimnástic,R. Sociedad,65,na,0,0,na,4,69,1,Jornada 34,2
3,7,1,13,77,78,4,33,42,1,0,0,9,"52,6%",20,11,Temporada 2006-07,20,5,Osasuna,Villarreal,78,na,0,0,na,8,77,8,Jornada 34,3
8,4,3,21,72,71,4,21,20,1,0,0,7,"53,39%",17,16,Temporada 2006-07,20,8,Getafe,Atlético,71,na,0,0,na,6,72,4,Jornada 34,6
7,6,0,13,74,76,2,13,22,1,0,0,12,"60,42%",20,9,Temporada 2006-07,22,10,Celta,Levante,76,na,0,0,na,4,74,5,Jornada 34,3
10,2,1,21,69,64,1,21,20,2,0,0,9,"58,29%",17,19,Temporada 2006-07,20,14,Sevilla,Recreativo,64,na,0,0,na,3,69,5,Jornada 34,4
7,3,2,16,74,86,3,16,18,4,0,0,18,"57,85%",24,9,Temporada 2006-07,18,4,R. Madrid,Espanyol,86,na,0,0,na,4,74,2,Jornada 34,2
5,4,0,9,80,93,1,9,17,4,0,0,2,"58,76%",19,9,Temporada 2006-07,17,8,Sevilla,Athletic,93,na,0,0,na,3,80,1,Jornada 31,3
10,2,7,13,68,80,1,13,13,1,0,0,15,"50,07%",17,7,Temporada 2006-07,13,3,Levante,Getafe,80,na,0,0,na,1,68,6,Jornada 31,4
3,1,4,16,87,91,0,16,14,2,0,0,8,"53,92%",9,11,Temporada 2006-07,14,8,Zaragoza,Celta,91,na,0,0,na,4,87,3,Jornada 31,3
10,2,5,15,81,82,2,15,22,4,0,0,4,"47,83%",11,10,Temporada 2006-07,22,9,Recreativo,Racing,82,na,0,0,na,5,81,2,Jornada 31,8
3,4,4,20,60,62,2,20,27,2,3,1,6,"47,31%",13,18,Temporada 2006-07,27,13,Espanyol,Betis,62,na,0,0,na,2,60,1,Jornada 31,7
4,4,4,16,81,72,1,16,9,2,0,0,3,"54,2%",11,16,Temporada 2006-07,9,2,R. Madrid,Valencia,72,na,0,0,na,2,81,2,Jornada 31,4
3,0,2,22,73,71,0,22,20,1,0,0,8,"49,15%",9,14,Temporada 2006-07,20,8,Deportivo,Osasuna,71,na,0,0,na,3,73,3,Jornada 31,5
7,5,2,24,74,75,0,24,23,2,1,0,11,"45,72%",13,15,Temporada 2006-07,23,9,R. Sociedad,Atlético,75,na,0,0,na,5,74,1,Jornada 31,5
3,2,1,20,72,74,0,20,19,1,0,0,3,"43,21%",10,9,Temporada 2006-07,19,6,Mallorca,Gimnástic,74,na,0,0,na,4,72,1,Jornada 31,5
5,3,5,14,90,87,0,14,9,2,1,0,8,"53,51%",14,11,Temporada 2006-07,9,9,Valencia,Sevilla,87,na,0,0,na,1,90,0,Jornada 30,4
3,3,2,24,79,83,0,24,14,3,0,0,4,"47,22%",11,11,Temporada 2006-07,14,11,Getafe,Villarreal,83,na,0,0,na,4,79,0,Jornada 30,8
5,1,1,22,71,77,1,22,17,2,0,0,8,"49,12%",13,10,Temporada 2006-07,17,8,Athletic,Espanyol,77,na,0,0,na,2,71,2,Jornada 30,3
10,0,1,31,77,76,0,31,14,1,0,0,6,"56,01%",12,10,Temporada 2006-07,14,8,Celta,Deportivo,76,na,0,0,na,3,77,3,Jornada 30,4
3,9,4,22,72,70,0,22,18,1,0,0,7,"58,5%",9,9,Temporada 2006-07,18,5,Atlético,Levante,70,na,0,0,na,3,72,1,Jornada 30,1
6,3,7,23,86,92,1,23,15,0,0,0,12,"50,49%",17,2,Temporada 2006-07,15,6,Betis,R. Sociedad,92,na,0,0,na,2,86,4,Jornada 30,1
6,1,3,21,81,87,2,21,20,4,0,0,8,"42,22%",20,13,Temporada 2006-07,20,6,Recreativo,Celta,87,na,0,0,na,2,81,2,Jornada 29,3
6,4,3,19,68,69,1,19,22,1,0,0,10,"52,01%",15,15,Temporada 2006-07,22,11,Levante,Betis,69,na,0,0,na,1,68,2,Jornada 29,5
3,5,4,23,77,80,0,23,23,1,0,0,10,"45,44%",14,6,Temporada 2006-07,23,10,Espanyol,R. Sociedad,80,na,0,0,na,2,77,2,Jornada 29,3
3,2,0,16,67,74,0,16,23,2,0,0,7,"42,33%",16,8,Temporada 2006-07,23,11,Mallorca,Getafe,74,na,0,0,na,2,67,1,Jornada 29,5
13,6,3,16,88,88,1,16,14,1,0,0,9,"54,23%",14,8,Temporada 2006-07,14,3,Osasuna,Recreativo,88,na,0,0,na,1,88,2,Jornada 30,6
10,4,2,18,73,82,0,18,11,2,0,0,8,"55,24%",17,8,Temporada 2006-07,11,8,R. Madrid,Osasuna,82,na,0,0,na,2,73,0,Jornada 29,7
6,3,2,20,75,81,0,20,15,1,0,0,6,"51,93%",10,10,Temporada 2006-07,15,7,Gimnástic,Zaragoza,81,na,0,0,na,3,75,3,Jornada 30,6
2,1,0,23,82,93,0,23,25,1,0,0,5,"44,1%",14,8,Temporada 2006-07,25,9,Zaragoza,Barcelona,93,na,0,0,na,6,82,4,Jornada 29,5
4,6,8,16,85,85,0,16,22,1,0,0,6,"47,33%",9,10,Temporada 2006-07,22,6,R. Sociedad,Levante,85,na,0,0,na,5,85,2,Jornada 28,3
6,2,4,18,81,72,2,18,11,3,0,0,5,"51,18%",12,10,Temporada 2006-07,11,4,Valencia,Espanyol,72,na,0,0,na,5,81,4,Jornada 28,7
3,3,2,14,81,80,0,14,15,1,0,0,9,"39,64%",14,12,Temporada 2006-07,15,3,Deportivo,Gimnástic,80,na,0,0,na,2,81,4,Jornada 29,4
8,2,1,24,74,76,3,24,16,3,0,0,8,"59,43%",15,10,Temporada 2006-07,16,9,Betis,Villarreal,76,na,0,0,na,1,74,2,Jornada 28,2
7,2,3,16,76,69,0,16,16,0,0,0,11,"49,69%",10,17,Temporada 2006-07,16,5,Osasuna,Sevilla,69,na,0,0,na,2,76,5,Jornada 28,6
11,4,1,18,83,89,0,18,21,0,0,0,6,"60,44%",17,10,Temporada 2006-07,21,6,Sevilla,Racing,89,na,0,0,na,1,83,2,Jornada 29,2
8,1,4,19,77,78,2,19,23,2,0,0,14,"51,9%",17,12,Temporada 2006-07,23,4,Getafe,Zaragoza,78,na,0,0,na,3,77,4,Jornada 28,5
4,3,7,28,68,67,0,28,13,1,0,0,9,"37,75%",8,10,Temporada 2006-07,13,8,Athletic,Valencia,67,na,0,0,na,3,68,3,Jornada 29,5
6,2,1,18,66,74,4,18,25,5,0,0,6,"56,64%",20,10,Temporada 2006-07,25,4,Racing,Athletic,74,na,0,0,na,4,66,4,Jornada 28,3
5,5,2,19,65,65,1,19,24,1,0,1,10,"50,23%",12,14,Temporada 2006-07,24,10,Gimnástic,Recreativo,65,na,0,0,na,1,65,5,Jornada 28,5
6,3,3,10,84,86,1,10,31,1,0,1,10,"47,24%",11,13,Temporada 2006-07,31,9,Villarreal,R. Sociedad,86,na,0,0,na,5,84,1,Jornada 27,6
9,2,1,18,69,71,0,18,17,1,0,0,2,"47,04%",6,11,Temporada 2006-07,17,5,Zaragoza,Atlético,71,na,0,0,na,2,69,4,Jornada 27,6
3,1,2,21,71,66,0,21,15,1,0,1,7,"43,1%",9,18,Temporada 2006-07,15,7,Deportivo,Getafe,66,na,0,0,na,2,71,5,Jornada 27,5
2,6,2,9,91,81,1,9,16,1,0,0,4,"50,78%",6,15,Temporada 2006-07,16,5,Espanyol,Levante,81,na,0,0,na,3,91,0,Jornada 27,8
3,3,1,10,74,77,4,10,10,0,0,0,7,"31,72%",13,11,Temporada 2006-07,10,3,Recreativo,Barcelona,77,na,0,0,na,2,74,1,Jornada 27,2
8,3,1,21,92,89,0,21,23,2,0,0,7,"46,53%",13,11,Temporada 2006-07,23,3,Mallorca,Betis,89,na,0,0,na,2,92,4,Jornada 27,1
7,2,2,24,67,72,1,24,16,1,0,1,5,"51,18%",16,9,Temporada 2006-07,16,1,Atlético,Mallorca,72,na,0,0,na,5,67,6,Jornada 28,2
10,2,2,16,83,85,2,16,16,0,0,0,11,"58,39%",15,10,Temporada 2006-07,16,6,Valencia,Racing,85,na,0,0,na,1,83,3,Jornada 27,3
7,2,2,19,75,73,0,19,15,2,0,0,5,"49,49%",16,15,Temporada 2006-07,15,14,Atlético,Deportivo,73,na,0,0,na,1,75,0,Jornada 26,5
8,2,2,21,73,70,1,21,13,1,0,0,10,"61,24%",13,17,Temporada 2006-07,13,7,Getafe,Recreativo,70,na,0,0,na,3,73,2,Jornada 26,6
7,3,3,20,59,60,1,20,15,1,0,1,9,"47,67%",11,9,Temporada 2006-07,15,6,Betis,Zaragoza,60,na,0,0,na,5,59,2,Jornada 26,2
4,4,3,20,87,88,1,20,25,1,0,1,6,"51,32%",15,8,Temporada 2006-07,25,4,Celta,Athletic,88,na,0,0,na,3,87,1,Jornada 26,4
7,4,2,21,88,84,0,21,16,1,0,0,6,"44,67%",9,13,Temporada 2006-07,16,13,Gimnástic,Sevilla,84,na,0,0,na,3,88,2,Jornada 26,7
6,9,1,14,67,67,1,14,15,3,0,0,10,"45,94%",13,18,Temporada 2006-07,15,11,R. Sociedad,Mallorca,67,na,0,0,na,1,67,4,Jornada 26,6
6,4,1,20,70,78,1,20,22,1,0,0,12,"48,48%",13,5,Temporada 2006-07,22,6,Racing,Espanyol,78,na,0,0,na,1,70,2,Jornada 26,2
2,2,3,21,74,78,3,21,23,3,0,0,8,"59,2%",19,13,Temporada 2006-07,23,5,Barcelona,R. Madrid,78,na,0,0,na,5,74,5,Jornada 26,3
7,2,4,30,84,89,2,30,24,0,0,0,11,"48,62%",19,13,Temporada 2006-07,24,6,Levante,Villarreal,89,na,0,0,na,3,84,2,Jornada 26,1
4,3,1,17,75,74,2,17,21,0,0,0,6,"47,24%",6,13,Temporada 2005-06,21,10,Málaga,Atlético,74,na,0,0,na,4,75,3,Jornada 6,6
4,2,3,20,74,74,1,20,24,2,0,0,9,"47,22%",11,7,Temporada 2005-06,24,3,Celta,Sevilla,74,na,0,0,na,5,74,2,Jornada 5,6
6,2,5,9,62,68,1,9,17,0,0,0,9,"58,92%",21,9,Temporada 2005-06,17,8,Athletic,Sevilla,68,na,0,0,na,2,62,3,Jornada 7,3
6,4,4,20,56,61,2,20,21,1,0,2,8,"50,68%",15,16,Temporada 2005-06,21,4,R. Madrid,Valencia,61,na,0,0,na,3,56,4,Jornada 8,6
8,8,3,25,66,69,1,25,18,1,1,0,3,"49,69%",20,9,Temporada 2005-06,18,6,Atlético,Villarreal,69,na,0,0,na,4,66,6,Jornada 9,2
5,8,0,20,76,79,3,20,10,1,0,0,7,"44,32%",6,10,Temporada 2005-06,10,3,Getafe,Barcelona,79,na,0,0,na,0,76,2,Jornada 10,4
9,2,3,14,68,86,2,14,16,0,0,0,9,"58,99%",23,6,Temporada 2005-06,16,1,Valencia,Sevilla,86,na,0,0,na,0,68,1,Jornada 11,2
4,3,4,23,74,78,3,23,31,0,0,0,12,"54,97%",15,9,Temporada 2005-06,31,4,Racing,Deportivo,78,na,0,0,na,1,74,1,Jornada 12,4
7,2,2,24,74,80,1,24,19,2,0,0,3,"63,34%",15,7,Temporada 2005-06,19,2,Barcelona,Sevilla,80,na,0,0,na,2,74,4,Jornada 15,1
4,4,3,19,66,70,0,19,23,2,1,0,5,"49,59%",12,9,Temporada 2005-06,23,7,Athletic,Betis,70,na,0,0,na,0,66,1,Jornada 16,2
7,4,0,23,73,78,1,23,21,1,1,0,8,"57,67%",18,10,Temporada 2005-06,21,6,R. Madrid,Osasuna,78,na,0,0,na,4,73,6,Jornada 16,3
5,0,8,15,85,91,0,15,25,2,0,0,11,"54,94%",15,5,Temporada 2005-06,25,5,Barcelona,Celta,91,na,0,0,na,3,85,1,Jornada 17,1
9,6,0,12,64,75,0,12,16,3,0,0,5,"60,54%",18,6,Temporada 2005-06,16,6,Valencia,Mallorca,75,na,0,0,na,1,64,0,Jornada 17,4
4,1,1,18,66,80,1,18,17,2,0,0,11,"57,98%",24,7,Temporada 2005-06,17,5,Osasuna,Atlético,80,na,0,0,na,2,66,1,Jornada 17,1
12,1,2,22,57,60,2,22,15,0,0,1,7,"53,81%",15,12,Temporada 2005-06,15,8,Sevilla,Deportivo,60,na,0,0,na,6,57,8,Jornada 14,5
3,5,2,18,63,71,2,18,17,4,0,0,5,"56,64%",25,18,Temporada 2005-06,17,6,R. Madrid,Sevilla,71,na,0,0,na,1,63,1,Jornada 19,7
2,3,2,22,65,59,3,22,14,3,0,0,3,"39,11%",11,22,Temporada 2005-06,14,10,R. Sociedad,Athletic,59,na,0,0,na,3,65,3,Jornada 20,12
6,1,4,26,73,76,2,26,13,0,0,0,6,"45,66%",17,13,Temporada 2005-06,13,4,Málaga,Celta,76,na,0,0,na,1,73,2,Jornada 20,7
7,0,8,24,82,92,0,24,17,2,0,0,10,"64,93%",27,3,Temporada 2005-06,17,5,Barcelona,Alavés,92,na,0,0,na,2,82,1,Jornada 20,3
4,1,1,21,77,75,2,21,29,2,0,0,5,"51,53%",17,11,Temporada 2005-06,29,4,Deportivo,Mallorca,75,na,0,0,na,4,77,2,Jornada 20,2
6,4,1,25,68,71,0,25,19,5,0,0,5,"49,31%",11,14,Temporada 2005-06,19,10,Getafe,Espanyol,71,na,0,0,na,3,68,2,Jornada 20,5
6,2,4,20,69,67,3,20,25,2,0,0,9,"52,69%",16,9,Temporada 2005-06,25,5,Racing,Sevilla,67,na,0,0,na,3,69,3,Jornada 20,3
8,4,3,13,64,65,1,13,23,2,0,0,6,"58,84%",11,7,Temporada 2005-06,23,2,Villarreal,Osasuna,65,na,0,0,na,3,64,4,Jornada 20,3
4,7,5,20,77,76,2,20,23,0,0,0,8,"56,41%",15,15,Temporada 2005-06,23,7,Betis,Valencia,76,na,0,0,na,2,77,1,Jornada 20,1
8,2,2,26,61,59,1,26,17,3,0,0,4,"58,59%",10,14,Temporada 2005-06,17,9,R. Madrid,Cádiz,59,na,0,0,na,1,61,4,Jornada 20,9
4,1,1,16,88,91,2,16,25,0,0,0,7,"55,95%",8,8,Temporada 2005-06,25,5,Zaragoza,Atlético,91,na,0,0,na,5,88,3,Jornada 20,3
7,1,2,17,64,69,1,17,21,2,0,1,10,"68,67%",17,7,Temporada 2005-06,21,4,Barcelona,Athletic,69,na,0,0,na,4,64,2,Jornada 19,5
5,1,3,18,74,82,2,18,22,1,0,0,9,"42,75%",23,10,Temporada 2005-06,22,3,Celta,R. Madrid,82,na,0,0,na,3,74,3,Jornada 21,4
2,5,0,16,103,93,3,16,13,0,0,0,5,"42,79%",5,13,Temporada 2005-06,13,8,Mallorca,Barcelona,93,na,0,0,na,3,103,5,Jornada 21,6
4,3,5,10,82,87,2,10,26,0,0,0,10,"55,63%",17,10,Temporada 2005-06,26,5,Osasuna,Betis,87,na,0,0,na,1,82,1,Jornada 21,2
10,3,1,20,78,81,0,20,18,2,0,0,14,"59,35%",15,8,Temporada 2005-06,18,6,Sevilla,Villarreal,81,na,0,0,na,5,78,0,Jornada 21,3
8,6,2,14,76,76,2,14,19,2,0,0,3,"57,69%",18,12,Temporada 2005-06,19,4,Valencia,Zaragoza,76,na,0,0,na,5,76,3,Jornada 21,2
9,2,4,16,65,67,1,16,20,3,0,0,6,"48,13%",13,17,Temporada 2005-06,20,7,Espanyol,Málaga,67,na,0,0,na,3,65,2,Jornada 21,5
2,1,4,16,78,75,1,16,19,3,0,0,8,"47,1%",12,15,Temporada 2005-06,19,8,Alavés,R. Sociedad,75,na,0,0,na,1,78,2,Jornada 21,6
5,1,4,24,72,74,2,24,27,3,0,0,8,"56,82%",17,10,Temporada 2005-06,27,4,Atlético,Deportivo,74,na,0,0,na,3,72,4,Jornada 21,3
